DOY,movementRate
7.508404331,7.302614666
7.723453569,4.450800501
7.573707779,5.04854579
8.379086545,7.98614317
8.010905982,5.490115017
8.534488668,5.963291304
9.724364297,6.894398119
8.885446534,6.381000298
10.13045828,4.127377452
10.39035129,8.340828735
10.19594562,7.646832081
11.61221026,8.833129757
12.10424639,6.458186881
12.62644935,9.162669514
12.48454317,3.841730756
12.76802027,9.470435518
12.59936815,10.01271351
13.83960993,10.38456128
13.65210336,10.87416085
14.45644427,6.071127157
14.84004333,3.632143831
15.40553771,9.04745868
15.38290661,9.752420076
16.80823329,5.66209461
16.54208006,8.649271693
17.1965499,3.476643855
18.28406995,8.128729083
18.64967234,7.796500808
19.16002232,5.253062064
19.41654653,7.512037264
19.55308792,3.322834096
19.18908238,6.814822696
19.82332969,6.31902567
20.45769232,5.829426107
21.51372981,4.947132762
21.13188567,7.480430204
21.95290152,5.494763114
21.9117331,3.282268885
22.19610653,7.037931358
23.25991225,6.573121646
23.8721863,4.896426248
24.3151545,5.648089954
24.27368057,3.419176472
24.21733739,6.154792905
26.24961953,4.904971235
26.59208262,5.649413648
26.63559658,3.554393843
28.66856612,4.632192065
29.03490698,5.699279387
28.99789,3.70989382
30.64729414,4.381666172
31.2321703,4.670500558
31.39050149,5.494763114
31.42184484,3.885724694
33.30371636,4.570214341
33.746096,5.290246841
33.91972447,3.862681937
35.6589775,4.347781766
36.10169051,5.085730567
35.95632103,4.189577442
36.07017733,3.392132998
38.45819708,4.930230591
38.44462224,4.200684584
38.42552024,3.174094988
40.45109189,3.96515182
40.81662211,4.87783386
40.78762286,3.31934098
42.94420209,3.946524218
43.17511005,4.828817563
43.14541709,3.233043323
44.6362586,2.663649413
45.49963561,3.675033091
45.53413264,4.808534957
45.15124645,3.443402918
46.99163295,2.44730162
47.79605166,3.816555417
47.89438179,4.85417082
47.58410381,3.548759786
49.34835967,2.303633164
50.02649061,4.166252446
50.25472529,4.904877334
50.23151498,3.657497088
51.70700486,2.263067952
52.47808579,4.31801986
52.39834841,4.835766233
52.59188993,3.70989382
53.4319332,2.746808096
54.74932252,4.382938283
54.95013675,3.647919191
54.61963624,3.176912016
57.10655753,4.266586955
57.31221091,3.79163594
59.35665468,4.495055072
59.8707427,3.734683671
61.204294,4.030003842
62.22634177,3.482382377
64.27265653,3.226860616
66.52022343,2.980309497
68.80727288,3.414739652
68.55892181,3.035919737
69.328062,4.025964424
70.40812751,4.43499697
71.2410043,3.086767103
71.48819302,4.844029517
73.10126843,5.080152851
73.59973163,3.050616578
74.69884515,4.48333718
75.95562091,2.861942066
75.76258168,4.014808991
76.71985608,3.588379281
78.31968127,3.112402062
78.31045062,2.616323333
80.6799147,3.157192817
80.66289891,2.242721226
83.04085576,3.240013456
83.15827797,2.270190587
85.40195406,3.331285181
85.38651827,2.501726612
85.37522133,1.894600617
87.76059925,3.29071997
87.74712595,2.56663095
87.62797657,1.926883764
89.8873458,2.314619575
90.11477745,3.010087585
89.72148394,2.622610941
92.47145609,2.863835511
92.46077438,2.289773383
95.02103251,2.913264657
94.81782189,2.163345141
97.39835889,3.240978288
97.18511591,2.587589642
97.17558647,2.07545385
99.5612789,3.488475375
99.54837695,2.795091966
99.00772252,2.557165734
99.5334454,1.992633211
101.9212764,3.520589501
101.9049223,2.64167659
101.8912414,1.906432137
103.6389964,3.616931877
104.158272,2.705904842
104.2519938,1.979111474
104.2931072,4.188647823
104.7338514,4.820789031
105.1745956,5.45293024
105.6153398,6.085071448
106.5555644,3.095586127
106.2981215,2.43399116
106.0559976,6.712564559
106.4964823,7.330761476
106.9372265,7.962902685
107.8009267,3.468163258
107.3779708,8.595043893
107.818715,9.227185102
108.7912441,3.85694271
108.4063781,2.934325614
108.2594592,9.85932631
108.6998575,10.47287513
109.1406017,11.10501634
110.1500728,4.173273348
109.5813459,11.73715755
110.0683861,3.330077883
110.0220901,12.36929875
110.4627479,12.99679187
111.4172971,4.739051383
110.9030597,13.60569259
111.3419876,14.14022376
111.1471007,3.66651158
112.2894839,5.119196867
111.7796183,14.60503347
112.4424644,4.118926366
112.3506523,5.588757967
112.216903,15.05125079
112.5866741,6.105478808
112.6541876,15.49746812
112.9164124,6.535523705
113.0914723,15.94368544
113.3893379,6.97595673
113.5288435,16.39455086
113.7481605,7.432089994
113.9667336,16.87330486
114.6945497,5.267935974
114.1220666,7.930366005
114.8032482,4.19329592
114.4040183,17.31952219
114.4516445,8.351793477
114.841303,17.76573951
114.8899094,8.850689235
115.2785877,18.21195684
115.4370919,9.439448203
115.7158724,18.65817416
115.8766252,10.00651605
116.1532436,19.10903958
116.3932485,10.59970178
116.6527998,5.610965542
116.5911337,19.58779358
116.9507711,4.333771744
116.9113752,11.1821977
117.9926588,19.98195222
117.6698846,11.85707845
117.7874827,20.48255228
118.3166893,12.42039339
117.7940125,20.83348361
118.7766058,5.917739952
118.2492868,4.955583848
119.1359645,6.498752092
119.1616515,19.4065178
118.7920872,5.308839229
119.8955622,6.97595673
119.5825899,18.97424476
120.0036148,18.54661983
120.0549216,12.33831144
120.5843547,7.490346144
120.4243803,18.1050506
121.0929058,7.924168542
120.8453187,17.67277757
120.9730446,13.00980654
121.5942302,11.81204356
121.2663436,17.24515263
121.7458345,8.432360494
121.7718502,16.74687662
122.053456,13.43743147
122.2266401,8.912044117
122.1074708,16.34032306
122.5290723,15.94368544
122.9432935,9.386769769
122.9499242,15.50676431
123.9047201,13.79440533
123.5645483,11.39474773
123.5964529,9.907356647
123.3710356,15.08378747
124.6283917,14.64630857
124.3255078,10.3898734
124.1266144,14.19228245
125.1872124,10.86538111
125.1255655,13.3159612
126.2081236,11.49438386
126.278728,12.85037681
126.8317282,12.44187748
126.5944822,11.95251938
126.3748251,15.1330573
127.0408194,10.57978136
127.294403,15.56254148
127.9797014,16.08126912
128.2116284,10.10195698
128.3310514,16.52004948
128.9652325,12.41841918
128.9833459,16.99415539
130.0399113,12.84672473
129.2752957,9.629710312
129.5296058,17.53333466
129.7464838,11.89798171
129.7775965,13.57005718
130.0750008,18.02603295
130.3391706,9.168619078
130.4307559,14.09064406
130.7283332,18.55591602
130.8113966,11.49266764
131.2745931,19.09509529
131.0840307,14.6174284
131.4029071,8.700090888
132.3378799,12.83875656
131.8199882,19.58779358
131.7373054,15.14421274
131.8762401,11.08363509
132.4733206,20.11767665
132.3904648,15.66479961
132.466782,8.238999654
133.0195805,20.65685592
133.4004501,10.66079106
133.0436242,16.18538649
134.3981458,21.09790869
134.1737586,7.757963857
133.696553,16.69357844
134.166069,13.1083462
134.0955291,10.47008627
134.2164051,21.57717915
135.2039125,17.01190267
135.3549367,13.60104449
135.4144407,11.03529488
135.9115752,20.46163584
136.5373414,7.982762736
136.4362477,14.07700964
136.2800153,11.44432743
136.5467451,20.01541852
137.5645076,17.07613092
137.1819149,19.56920119
137.1458493,11.86730427
137.517697,14.56041174
137.8170848,19.12298387
138.0117699,12.2949292
138.9027484,8.305594209
138.4522546,18.67676655
138.4907419,14.98152934
138.877431,12.70860984
139.0874245,18.23054922
140.013587,17.09269505
139.464029,15.41566161
139.7225943,17.7843319
139.7431785,13.12693859
140.1460409,17.48685368
141.1881998,15.85869166
141.2626237,13.4543712
140.7308746,8.571803408
142.0307068,16.18073839
141.3676012,16.85471248
141.1496508,13.78696838
141.6298337,16.53864187
141.4897227,9.008724537
141.9278722,9.501422832
142.3660218,9.994121126
142.6282542,15.44169095
143.5632501,12.85734895
142.9960024,15.0326584
142.8040849,10.48217132
143.5237884,14.57900413
144.2760979,12.35907294
143.8502758,10.99191264
144.4122085,16.2158104
143.7665552,14.17740853
144.2286332,11.47324892
144.8842719,13.72809248
144.7922402,11.93835375
145.0522177,13.14785502
145.5629742,12.73959716
146.0529735,10.73549262
146.8606384,16.19747154
146.6529241,11.48416826
146.264913,14.34474003
146.5365215,10.16866192
146.4825175,12.20661536
146.7475175,14.92110407
147.6798957,9.69850215
147.9816804,15.37794562
147.9280824,9.203944616
148.4509411,15.89587644
148.954136,11.03297083
148.7062462,8.757727292
148.2343547,16.44196145
149.0252528,10.53223797
150.3320671,10.15912857
150.720904,15.20618736
150.0826041,14.66081064
150.3971031,14.13462883
149.9052619,11.71701579
150.6076637,13.60320213
150.821115,13.18138772
151.2283018,12.21591155
151.1418135,9.008724537
151.8097936,12.63126551
152.5577995,17.22449442
152.5711187,16.6594924
152.5635077,16.25045985
152.5558967,15.8414273
152.3482288,9.8040656
152.5100926,19.1434355
152.4998524,18.5931008
152.6853178,18.18592749
152.5917029,17.76573951
152.8473622,15.3673214
152.330739,21.03180242
152.3208216,20.49882062
152.4213556,20.13812828
152.4136235,19.7225884
153.5407852,12.02212165
153.5492736,9.286134778
153.5234698,11.48564385
153.6269242,12.88291349
153.9381523,11.08310388
154.0882613,10.58721832
153.7539899,14.90870915
153.7091313,14.41910959
153.7015204,14.01007704
153.6939094,13.60104449
153.5821666,13.35934344
153.5669446,12.54127835
153.7055565,8.463347808
154.842416,10.00341732
153.8533073,7.758386412
154.0059591,7.316817185
154.1058242,6.920179564
154.3093599,6.331420596
154.511829,5.685335096
154.929723,5.089449045
155.8881328,9.527073442
155.7707897,8.984399495
156.6349509,4.514437176
156.814713,8.411667854
157.5351994,7.939662199
157.456841,7.516021347
157.9121585,9.754744125
157.827991,7.15258442
158.819047,6.620447726
158.6511575,6.24310675
158.7997654,4.536269147
158.3725788,5.680686999
158.5784209,5.215877287
159.1884227,9.18070413
159.4076704,7.515135996
160.3891807,4.105419075
160.0379969,8.72983871
160.974146,7.168078077
160.8911705,3.595479121
161.3133165,6.458278865
160.7555613,3.105641194
161.7898341,8.354272462
162.2118277,6.825978129
160.8192743,2.687312453
161.903203,5.225173481
161.6571957,4.684134976
161.8441488,7.815093196
162.775223,5.980599932
162.160765,5.61871237
161.6708955,4.267665474
162.4797338,7.391186739
163.3079454,9.085750146
164.0888999,9.722672255
163.3624907,6.80242777
164.5279144,10.26185152
164.7796095,6.226428284
164.8042323,5.515496444
165.2241638,5.029108293
165.6864305,10.66034838
164.8930448,4.524860181
164.7235854,4.063149201
166.0738749,9.196507661
165.6133768,8.655469156
166.4347492,11.56589305
166.4071084,10.96712279
166.752106,9.747107965
166.6256984,12.23534905
167.098242,7.764893747
167.1090703,7.194107421
167.0370429,6.781356397
166.2165459,6.489455898
167.8324063,8.316158066
167.5876366,5.247991412
166.9957361,10.32506564
168.0541795,13.03025817
168.2217476,12.42972402
168.3965308,9.014922
168.0802913,13.79316584
168.9381341,8.663437322
168.0815213,14.4996766
169.3167847,7.495481185
168.7856512,11.99590162
169.2741369,11.35136549
170.0480628,10.6773914
169.9505905,5.438985948
170.2705625,9.955077111
170.2604491,8.258831535
170.7848406,9.404235346
170.4449574,8.952947371
171.5004603,8.041920336
172.2847714,11.1773598
171.8245195,5.696623332
173.2575343,10.25325254
172.6744521,9.656359402
172.5960245,9.283891886
172.9473634,8.254972206
173.5300517,10.8101204
173.5165018,11.92308143
172.5881368,8.859985429
172.538752,6.205921973
173.7450039,12.67607316
173.7792798,13.46517704
172.9755177,6.624250714
173.4126294,7.061171843
173.8296932,15.64248875
173.6709699,15.18139751
174.497521,14.64593672
174.8027801,14.25443414
174.6849584,13.96049734
174.4559086,11.25685418
174.5439248,17.90828116
174.8058344,17.38273631
174.9271255,16.9848592
175.0483475,16.5832636
174.9227146,16.1714422
173.8499141,7.507389167
174.4077346,20.19514494
174.3976443,19.65286694
174.4974518,19.25313059
174.4894949,18.82550566
174.6114087,18.46109484
175.8810046,10.035954
175.2141867,8.11628989
175.6680878,8.391457239
175.4319576,11.83941568
175.3785078,8.966891663
176.8984354,12.266111
175.8156195,9.403812792
177.0653231,13.80638709
176.479417,16.25975604
176.3085162,15.72057678
177.1316856,13.27428326
177.1181617,12.80363761
176.1429776,9.705939105
176.8211321,17.33346648
177.3816626,16.71836829
177.3692083,17.97025579
176.8634941,10.38827976
177.3447321,10.89120387
178.1505905,8.090936633
179.0122692,18.37696428
177.7814114,11.30488451
178.6944854,18.87756434
178.8773907,14.49038041
179.2989346,19.37398112
178.2183501,11.73250945
179.334438,19.84111488
179.3383732,15.17567678
179.674778,13.92455205
179.5590913,20.38726629
179.2109052,15.82198981
179.4922532,12.18430449
179.8906873,20.91714936
179.7437149,16.86090994
179.1626291,16.37131038
179.0903249,12.48550118
180.0457608,17.72390664
179.659533,8.494335122
180.3866111,18.7511361
180.3790001,18.34210355
180.6820982,14.45861841
180.4187847,8.952947371
181.5414024,21.25491108
180.6118265,19.32750014
180.9785368,21.74451065
180.7277208,19.79230986
181.7158571,15.26083772
181.3282953,11.72321326
181.286435,9.473534249
181.6908542,13.9171151
182.0456867,9.932146498
182.326024,13.47089777
182.9818646,11.25375545
182.9947513,20.59178256
183.1801822,10.38456128
182.9618858,13.06186523
183.4203428,14.64593672
184.087051,10.65499603
183.8432012,20.08049188
183.5970556,12.6156479
184.485048,14.22946722
185.1524112,12.21989563
184.5856742,19.63737329
185.1409404,11.43874971
184.9779273,11.89984095
185.2221125,19.25932805
185.5497532,13.81299772
185.964499,18.81156136
186.554176,10.15680453
187.2595744,13.48484206
186.2449805,10.83077861
186.7070585,18.37309087
187.5563348,12.7829794
188.061045,9.680281609
187.3434968,17.99504564
188.0584233,13.1896879
187.9797045,17.60460548
188.0400157,9.318597678
188.6146437,17.14599323
189.6566132,13.58643619
189.1947494,16.62230762
189.4181454,10.3766423
190.2323059,16.18771054
189.1222722,9.845382019
189.6334756,14.26417301
190.0001282,10.91444436
190.4651756,15.73452107
190.7675818,14.69567136
190.4683757,11.37792604
190.6806352,15.21021571
190.9982275,11.85867209
191.6892441,12.35535446
191.9580648,13.2800704
192.2415433,12.80741511
191.7793994,16.62416686
192.2620559,17.20331976
192.5827791,14.26705041
193.4465127,13.61653815
192.7003784,17.70531425
193.1384415,18.19336445
193.6770905,14.86532691
193.5766776,18.69071084
194.266891,12.96890328
194.1147211,15.33013662
195.0220522,19.13599854
194.5525593,15.80610177
194.9352649,12.55061586
194.8512058,19.6701313
195.4408197,16.40967562
194.8454605,11.95097001
194.9984006,20.17035509
195.8664305,13.98709478
195.8987517,16.68472492
194.8388009,11.59306654
196.3933987,14.4500969
196.7698264,14.82772897
196.2015101,13.35934344
196.1026367,18.42019159
197.2316156,15.31006865
196.7349697,17.82151668
197.6157731,15.7829203
196.2589383,12.98749567
197.4345214,17.37715859
197.8635181,16.22522732
198.0650055,13.98941883
198.3773561,16.80346268
197.961235,14.56041174
199.4736496,15.406572
198.2246437,14.8839193
199.7656028,17.96857731
198.6702312,15.77635394
198.8394023,13.34075105
200.1573866,18.46704441
199.1078619,16.24116366
199.2155225,12.80529026
200.594872,18.92404531
199.7703975,17.26565406
199.4621178,12.22520774
199.5454925,16.70597337
201.0322951,19.37769959
199.8280497,11.71856516
200.0334593,11.23051496
201.3673967,19.83982374
200.2918863,10.70992808
200.8993799,20.30360054
201.121943,14.97378251
200.6679027,10.16888958
200.9146018,9.594384774
202.3006282,20.68288526
201.2906182,9.053346269
202.0958586,21.20533138
201.5371444,8.469545271
202.1024317,21.55858676
202.2942281,14.57528565
202.8154096,8.003045342
203.4376799,19.15934232
203.3566269,19.79850732
203.7738421,18.52573208
203.8225681,17.9423672
203.358449,14.1327868
203.3639496,20.19204621
203.6298146,17.18937547
204.0473799,16.57582665
205.0910435,13.74771778
204.4652048,15.97622212
205.1688026,7.680213869
204.5230654,19.08579909
204.8825971,15.35337711
205.0489141,18.52802744
205.3003355,14.74912448
205.8088,13.2570853
205.432922,18.03223041
205.9609041,17.58911182
205.6133365,14.27966667
206.524782,17.15391221
206.4450077,12.86664515
207.2057338,16.6980052
207.5226358,7.381045436
207.7412074,16.24581175
207.4476451,12.31651703
208.200942,15.84009928
208.126908,11.86132814
208.2059666,11.44432743
208.4959329,15.50056685
208.0147698,10.77500144
208.3069272,14.94899266
208.4323352,10.16145262
208.7276061,14.50277533
209.6352429,9.48747854
209.25579,14.0705023
209.876532,7.085257438
209.9973116,13.57625464
210.1688121,11.2658405
210.8906393,15.47680991
210.6319049,13.09905
211.2329637,10.81962318
211.2668441,12.64043775
212.0626095,9.297751667
212.2306484,6.801300959
211.9015527,12.16943058
212.9208688,15.07728014
212.862913,10.52168015
212.5363766,11.70462087
213.1712005,11.23981115
214.0067809,10.03688362
214.4824244,9.251089601
214.5847647,6.51734448
215.0580285,14.66081064
214.9991012,9.572693654
216.636166,8.902393782
216.9388811,6.233388002
217.1951883,14.24434113
217.6276383,8.667089399
217.7926531,7.929333094
218.8579339,7.543799261
218.9042195,13.87373286
219.3478179,6.013800626
219.8074207,7.247759742
219.6655181,8.678709641
219.5202467,6.635096274
219.9675352,13.38258393
220.865991,5.603359565
220.8164175,12.89453373
221.3736182,8.258056852
222.1053443,7.23737698
221.6653864,12.41113163
222.7071499,4.998080736
222.5143552,11.92772953
223.081675,7.835080014
223.3449021,4.690642312
223.3633241,11.44432743
224.2588978,4.408436415
224.6631188,7.091694348
224.2122929,10.96092533
224.8357004,4.118926366
224.2559984,7.54612331
224.7153087,3.412415604
225.0612618,10.47752323
226.3192415,3.157192817
225.8033312,10.01271351
226.366777,6.864597176
226.4380397,9.54170634
227.2393195,6.495371658
227.1992518,4.342035028
227.0725177,9.05830424
227.7069956,8.574902139
228.519283,6.120143454
228.2588567,3.651460599
228.3414736,8.091500038
229.5845983,5.736464164
229.5571862,4.26327091
228.9759515,7.608097938
229.3363193,3.920607556
229.6104295,7.124695837
230.7290111,5.411942474
230.2449074,6.641293737
230.8793853,6.157891636
231.83965,4.931556383
232.0722651,4.396073109
231.3022553,5.829426107
234.1023701,4.923014705
233.4226017,4.509366524
233.732518,3.874126585
235.0117949,3.461995307
235.9318241,5.356648228
236.4278827,4.638788865
236.2911294,3.05296276
238.0837542,5.658138485
237.8713442,5.365501746
237.5703485,2.63773275
238.78261,4.387670891
238.9562695,2.193286131
240.2648777,6.017638285
239.5554849,5.578428862
240.8821049,1.946997348
241.1418213,4.377529588
241.4937274,6.442283671
242.9045826,6.894504361
243.2401211,1.872627794
243.5033599,4.492464353
243.749993,6.219866265
244.4143959,7.344705768
245.5981373,1.79825824
245.9527547,7.792038635
245.8648671,4.605708901
246.1119405,6.356773853
247.6483793,8.237892964
247.9561535,1.723888686
248.2263743,4.718953449
248.4738565,6.491991223
248.9435843,8.681780706
250.3140438,1.642758264
249.9460127,4.918399071
251.081486,9.073673947
250.5097864,6.398818004
250.9198706,5.383208783
252.3656972,6.062374247
252.6631281,5.699279387
252.6715254,1.539655019
253.148829,9.323865522
253.5186701,6.721860754
254.5668647,5.418069511
255.3841572,9.716397323
254.3849366,7.168078077
255.028944,1.433171339
255.4265437,9.352683724
255.2512031,7.614295401
256.5966775,4.996149059
256.1174696,8.060512724
257.1189967,10.01233408
257.2823628,1.501118068
257.1989189,8.543914825
257.9678337,9.521846289
259.0298693,8.961905522
258.6392513,5.260034209
259.1143129,1.972833524
260.3270707,9.51308533
260.3629626,5.67836295
260.6235085,2.389834237
260.73878,8.58481808
261.8029317,8.138600756
262.0867603,6.101339788
262.7272167,9.781666198
262.1327041,2.80683495
262.8670834,7.692383432
264.1324476,6.532556435
264.0716542,3.265366713
264.3771955,10.0798527
264.5761482,7.323578054
265.2976565,9.596192367
266.4948354,6.693127062
266.4352057,3.488475375
266.9401714,7.572039972
267.1868032,9.299372896
268.8563111,6.804681393
268.7978136,3.660877523
268.6811546,8.918608368
269.1975404,7.852277973
270.5513253,8.562577304
270.7031013,8.07394056
271.2192021,6.992295495
271.1614594,3.889056836
271.9823935,7.662635611
272.9828008,8.667564424
273.7837942,7.26104002
273.5282502,4.286257863
274.0489096,9.21324081
275.3228975,8.516871351
275.558204,9.635553634
275.9519975,7.74444212
275.5036917,6.705924421
275.8952611,4.695290409
277.0675973,10.06317857
276.9975171,6.296891874
277.6796578,8.375005793
278.0726107,8.085479646
278.2622407,5.102632739
278.5768917,10.48549139
278.4913425,5.887859327
280.297245,10.72335592
280.2794092,8.484006018
280.3346459,5.639661157
281.677804,6.32296951
282.264284,8.849022806
281.9062535,6.898488444
282.6169565,10.0313059
281.7407438,7.609647304
282.7481723,9.354655644
282.6379507,9.718678334
282.6098644,8.209251832
283.6900453,8.624481842
283.87543,7.060242224
284.0761001,10.64020663
284.8594436,11.27286429
284.8869276,9.547903803
285.4752208,8.023327947
285.6574804,11.89467639
285.2547449,7.413497605
285.8705299,12.4576126
285.7055391,13.19666004
286.1461968,13.82415315
286.9309442,9.889327664
286.9737858,14.49719762
287.374138,6.810691054
287.7454435,14.88898995
287.2217649,8.227844221
286.9745815,6.470863509
288.4758134,12.22351753
289.0980167,7.786939008
288.6390655,9.469815771
288.9358092,7.303271302
289.5869077,14.3001183
289.8108778,9.045909314
289.7704013,6.870599862
290.8342384,12.1711208
290.7587892,13.87993032
291.4280162,8.219580937
290.6195431,6.396493955
291.52161,8.766713613
291.4685984,5.917739952
291.9302555,13.43743147
293.192632,12.11703385
292.3178267,5.448282143
293.1022754,13.02468045
293.0352469,9.422405181
293.2198994,7.818811674
293.1669686,4.974176236
294.6532262,9.922075621
294.5982197,12.72952628
294.768637,4.597257815
295.0381659,7.555137801
295.5498619,12.00040887
295.5730228,9.951624238
295.788947,13.32215866
296.440146,13.73738867
296.4955215,5.186129465
297.1911332,7.988208991
297.0915756,14.16501361
297.9054879,11.79758281
297.8645396,9.5969201
297.5762789,5.632346789
297.7427746,14.58024362
298.394089,15.00167109
299.1295083,8.415833926
298.6570364,6.078564112
299.0454033,15.42309856
300.2610195,11.5896861
300.0507045,9.252491408
299.6967176,15.84452604
299.737863,6.528499913
300.8314725,16.31088511
300.8529995,8.822335842
300.8186204,6.974717237
301.8115057,16.53120492
302.291827,11.22121877
301.8047942,9.254144065
301.7919248,7.409779127
302.6924406,9.696642911
302.6572399,7.804867383
303.6662985,15.92509305
304.321761,10.80581169
303.6662294,10.15773415
303.5223821,8.190659444
304.3876972,8.585747699
304.83818,15.50490507
305.3148034,10.38042964
305.3611227,9.027316925
306.0097847,15.06984318
306.1167995,11.2150213
306.7290211,9.535508877
307.1029915,11.70229108
307.5748631,10.0663454
307.1818045,14.65709216
308.0889339,12.1761445
308.3532708,14.21459331
309.1821744,12.65283268
309.0159687,9.484158471
309.1466277,10.74246476
310.1695293,13.84300377
310.281222,13.12140514
310.0119429,11.13755302
311.3335518,13.52442132
310.938075,9.037458228
311.4630046,11.63231713
312.1050167,12.83462492
312.5865949,12.33118436
312.7446608,13.90967814
313.3173472,11.75219377
313.2972863,9.027316925
313.8252107,14.34474003
313.9813508,11.20882384
314.1874236,10.75640905
314.7015889,10.39412308
314.905553,14.76864649
315.7113783,11.96660452
315.7502997,9.118076028
315.3243292,9.897440706
316.3074438,9.418819506
315.9860336,15.1999899
316.7734444,8.526484461
317.7257452,15.51760987
318.0720678,12.03590343
318.1839043,9.080615106
317.8505835,8.113207049
318.0943149,7.467880341
317.7144152,15.86931589
318.7679288,14.85138262
319.1890402,14.42840578
319.8025015,7.051875649
319.6100651,14.00078084
320.5774342,11.90007931
320.3683165,8.641995711
320.2344066,8.361709418
320.0311765,13.57780401
320.4523743,13.15947527
320.8734857,12.73649843
321.511207,6.66375954
321.1893409,12.42042782
322.228411,11.77899042
322.6269835,8.991991387
322.3955928,8.08375321
322.8788779,11.52611516
323.1156422,11.04645031
323.219826,6.270995333
322.9784372,10.58907756
323.4000675,10.1939893
324.1036064,7.658452323
324.1204975,9.718953777
324.7527995,9.295953103
325.4171989,11.39598722
325.1357377,6.015349991
325.0333985,8.636876767
326.2387163,8.284551006
326.2830989,7.300267916
326.2080476,6.636335767
327.1359975,9.244847871
327.490242,10.99191264
328.0127464,7.052392104
328.3223223,7.954122946
328.4109384,8.59969199
329.3466262,8.934354983
329.5093202,10.63349271
329.4367585,9.551622281
330.2011198,6.826654216
330.8479577,10.15131132
330.8604749,7.680213869
330.6270562,10.50541181
331.7373716,8.697724584
331.2468311,11.15304668
332.6503732,11.65560457
332.4476227,6.522922197
332.5074553,9.738475785
333.2153775,7.438512819
334.108209,9.312400215
334.0640504,8.860415808
334.5848516,6.110171173
334.7874687,11.23567951
335.6611347,7.276533677
335.4818734,8.209251832
336.2569236,9.516916489
336.7099299,10.80805458
336.722046,5.695560909
336.2255572,7.8312066
337.181476,7.331923501
338.0445464,6.965971928
337.9794569,9.871942574
338.6052706,10.36381085
338.7523216,5.298510124
339.4044047,6.721860754
340.5158636,10.1629046
339.7311285,6.029294283
341.0825633,5.087621054
340.4750142,5.66209461
341.5714932,6.953232699
342.5120239,10.50387947
341.9512824,10.07313878
342.9372034,5.42260694
343.2963604,7.433683627
344.8787913,10.82592762
344.9807098,5.736611723
344.8060996,7.879900951
346.3508941,11.09679278
346.2728995,6.018448723
346.3158388,8.326118274
347.6411887,11.67087912
347.0343998,6.597911497
348.2539893,8.74167023
347.974412,11.0074063
348.6308894,5.942670655
348.9144703,11.96119583
348.8613256,6.799610742
350.1865705,11.41953758
350.6106216,8.592931122
350.2563762,12.60945044
351.082243,6.081456262
351.130836,6.579628982
350.9090743,13.10524747
351.5617725,13.60104449
351.8344988,10.96712279
352.2145859,14.10303898
352.9657444,8.363061591
353.3554637,6.25299452
352.8673994,14.60503347
353.220914,10.54923673
353.5198669,15.08843557
355.1004112,15.49746812
354.6072551,10.12736658
354.8912249,8.097697501
354.9523894,15.99574413
355.6977125,6.217959353
355.8865319,9.715235299
356.0896928,14.86997501
356.1691755,7.614295401
356.9323913,6.845035327
356.5102853,14.41910959
356.9308777,13.96824416
357.1656934,9.296906558
357.6654459,7.336663822
357.3512972,13.50808255
358.1573391,5.91464122
357.7716302,13.04327284
358.1923091,12.59705551
358.4446819,8.869281623
358.6129016,12.14619009
358.6168801,6.596362131
359.0333211,11.68602848
359.6607502,7.941986248
359.4536541,11.22121877
360.3500098,8.481475387
359.6811182,6.154792905
360.4048335,5.664197321
359.874333,10.77500144
360.294839,10.31948792
360.7150855,9.850030116
361.1356779,9.399164695
361.7523146,7.95692656
361.9132651,8.921960057
361.9765746,8.481940197
362.0944161,5.208971542
362.2818205,7.595703012